;bill/BillType;bill/BillingEntity;bill/BillingPeriodEndDate;bill/BillingPeriodStartDate;bill/InvoiceId;bill/PayerAccountId;identity/LineItemId;identity/TimeInterval;lineItem/AvailabilityZone;lineItem/BlendedCost;lineItem/BlendedRate;lineItem/CurrencyCode;lineItem/LineItemDescription;lineItem/LineItemType;lineItem/NormalizationFactor;lineItem/NormalizedUsageAmount;lineItem/Operation;lineItem/ProductCode;lineItem/TaxType;lineItem/UnblendedCost;lineItem/UnblendedRate;lineItem/UsageAccountId;lineItem/UsageAmount;lineItem/UsageEndDate;lineItem/UsageStartDate;lineItem/UsageType;pricing/publicOnDemandCost;pricing/publicOnDemandRate;pricing/term;pricing/unit;product/ProductName;product/alarmType;product/availability;product/clockSpeed;product/currentGeneration;product/databaseEngine;product/dedicatedEbsThroughput;product/deploymentOption;product/description;product/durability;product/ecu;product/endpointType;product/engineCode;product/enhancedNetworkingSupported;product/feeCode;product/feeDescription;product/freeTier;product/fromLocation;product/fromLocationType;product/group;product/groupDescription;product/instanceFamily;product/instanceType;product/instanceTypeFamily;product/licenseModel;product/location;product/locationType;product/mailboxStorage;product/maxIopsBurstPerformance;product/maxIopsvolume;product/maxThroughputvolume;product/maxVolumeSize;product/memory;product/minVolumeSize;product/networkPerformance;product/normalizationSizeFactor;product/operatingSystem;product/operation;product/physicalProcessor;product/preInstalledSw;product/processorArchitecture;product/processorFeatures;product/productFamily;product/region;product/requestDescription;product/requestType;product/servicecode;product/servicename;product/sku;product/storage;product/storageClass;product/storageMedia;product/tenancy;product/toLocation;product/toLocationType;product/transferType;product/usagetype;product/vcpu;product/version;product/volumeType;reservation/NormalizedUnitsPerReservation;reservation/TotalReservedNormalizedUnits;reservation/TotalReservedUnits;reservation/UnitsPerReservation;resourceTags/aws:createdBy;resourceTags/user:Name;resourceTags/user:area;resourceTags/user:db;resourceTags/user:dtap;resourceTags/user:purpose
0;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3jsiuskpd7uzppiqqukfo5ekhblkhwrfv2djpffu3anvrudskviq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-APS3-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-APS3-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;faltnkq72uluyxvf62t64zhbsqv7pje22p5pvgotkwjoeigrcftq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;6.1;;USD;Tax for product code AmazonCloudFront usage type EU-Requests-Tier1 operation GET;Tax;;;GET;AmazonCloudFront;VAT;6.1;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-Requests-Tier1;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;rylttqwaqfpsaxshkrtp3vdmxvlgbdx7hzul5rmiwvxwatylcjaa;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;4.05;;USD;Tax for product code AmazonEC2 usage type EU-BoxUsage:t2.micro operation RunInstances;Tax;;;RunInstances;AmazonEC2;VAT;4.05;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-BoxUsage:t2.micro;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;vhepxbguf5n4m7vrs2iagxsmt7yjm2mhzof3zvdbiwf5xc5gduta;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;6.81;;USD;Tax for product code AmazonCloudFront usage type EU-DataTransfer-Out-Bytes;Tax;;;;AmazonCloudFront;VAT;6.81;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-DataTransfer-Out-Bytes;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;zefwxeutop3dmj7schw4gfppkg4tj3uc6ki37viutko22rixcpua;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.13;;USD;Tax for product code awskms usage type us-east-1-KMS-Keys;Tax;;;;awskms;VAT;0.13;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;us-east-1-KMS-Keys;;;;;AWS Key Management Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;ql633b3l4p5w5atw25i4t4w2myyqceb3nijpxadxupugegxwqvlq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonCloudFront usage type EU-Requests-HTTP-Proxy;Tax;;;;AmazonCloudFront;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-Requests-HTTP-Proxy;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;r2k4e3gine5kyl4syanj7243obmrmkueorquam6um3a7he6y4rqq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.53;;USD;Tax for product code AmazonWorkMail usage type EUW1-WorkMail-NormalTier-UserHrs;Tax;;;;AmazonWorkMail;VAT;0.53;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EUW1-WorkMail-NormalTier-UserHrs;;;;;AmazonWorkMail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;t27gaouqdefj5afwemcqh3bi2ixajlz2l5dwjnliuahzdhj73ihq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type USE1-USE2-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;USE1-USE2-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;6f7yek3w2japvttccoyintac2pli4g2jt5ezg3zquktsz4rywbiq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonCloudFront usage type CA-Requests-Tier1 operation GET;Tax;;;GET;AmazonCloudFront;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;CA-Requests-Tier1;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;75cqqfrgwwz5tlgom2fhyzk7gd2mz5iksxkcbgvcsettjf5ffjfq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-CAN1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-CAN1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;kg7mgss7jqjes5ons75c4yn7rac6ul2irgeu2ldjaq5ibrfhyvfq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type USE1-USW1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;USE1-USW1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;q5j7ruwojqktskjlzlwlg5p3p6fv2r4fl463jigwtxcaepbet47a;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;8.87;;USD;Tax for product code AmazonEC2 usage type EU-EBS:VolumeUsage.gp2;Tax;;;;AmazonEC2;VAT;8.87;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-EBS:VolumeUsage.gp2;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;g4wbc5c5cqny6gmr6emx4ofu55pkrwg467ecbv6ibwsy2vf5i4fq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;2.4;;USD;Tax for product code AmazonEC2 usage type EU-LoadBalancerUsage operation LoadBalancing:Application;Tax;;;LoadBalancing:Application;AmazonEC2;VAT;2.4;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-LoadBalancerUsage;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;sjzoli6oc7fd47fdwqllheovelxr57zybas3eof2ukxaq6dbgzva;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonCloudFront usage type US-Requests-Tier2-HTTPS;Tax;;;;AmazonCloudFront;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;US-Requests-Tier2-HTTPS;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;2mhj7q4ajbnrchkioobaeikgrlltv4y34mt3fytgfrxwdssiw3cq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.01;;USD;Tax for product code AmazonS3 usage type USW1-TimedStorage-ByteHrs;Tax;;;;AmazonS3;VAT;0.01;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;USW1-TimedStorage-ByteHrs;;;;;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;ga7o5sjcb5jzp6htvsrdxro5abnlcosofmkkb7rex3lnkfdb2rla;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.11;;USD;Tax for product code AmazonCloudFront usage type US-DataTransfer-Out-Bytes;Tax;;;;AmazonCloudFront;VAT;0.11;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;US-DataTransfer-Out-Bytes;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;mepcazdc3je3ije3d2rpqzqpklesxtnzi4xatfwk4i4abroczdjq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-SAE1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-SAE1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;jkkshvzpl436cqv2yxxru5iuemnu2eka7gpyt5zvxoupisma4b7q;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;18.97;;USD;Tax for product code AmazonEC2 usage type EU-BoxUsage:t2.medium operation RunInstances;Tax;;;RunInstances;AmazonEC2;VAT;18.97;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-BoxUsage:t2.medium;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;mzspwuywwoexr6zo62evw3r6vkjvlanl6kwvudvvmgpghmg2q3fq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.05;;USD;Tax for product code AmazonEC2 usage type USW2-EBS:SnapshotUsage;Tax;;;;AmazonEC2;VAT;0.05;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;USW2-EBS:SnapshotUsage;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;aa3yirdjpblaarasuijzn2k5w5n7j4xhef3dblrpm2iztazupkta;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type USE1-EU-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;USE1-EU-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;lzfyfhqiosoaihhnj76qiydm2acjk2ozicdig4egc5l5vt3tpnxq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.01;;USD;Tax for product code AmazonS3 usage type EarlyDelete-SIA;Tax;;;;AmazonS3;VAT;0.01;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EarlyDelete-SIA;;;;;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;yokpg7gsojbzrg5q3ovinxgiddswe2ezrjw3iiq2wba6md2pwnwq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.09;;USD;Tax for product code AmazonCloudFront usage type US-Requests-Tier1 operation GET;Tax;;;GET;AmazonCloudFront;VAT;0.09;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;US-Requests-Tier1;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;oqm7zjlubsfkuwa5rheu6aatskkamr42ft3fdbil3u3jvwgf2dia;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.05;;USD;Tax for product code AmazonEC2 usage type EU-LCUUsage operation LoadBalancing:Application;Tax;;;LoadBalancing:Application;AmazonEC2;VAT;0.05;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-LCUUsage;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;5cab6vbetvexdfa3diioyki2nfziii5sbrfe7ik6vvh7py4ybdia;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;30.02;;USD;Tax for product code AmazonRDS usage type EU-InstanceUsage:db.r3.large operation CreateDBInstance:0016;Tax;;;CreateDBInstance:0016;AmazonRDS;VAT;30.02;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-InstanceUsage:db.r3.large;;;;;Amazon Relational Database Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;nwyxiv5gddpifw6bgrhrzuktutx5czei4t6j2xbb7ip5sesihc6q;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;2.38;;USD;Tax for product code AmazonEC2 usage type EU-BoxUsage:t2.small operation RunInstances;Tax;;;RunInstances;AmazonEC2;VAT;2.38;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-BoxUsage:t2.small;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;fegk2klseullpt26rysmemiwamfpb2ogxlljto3n4ynrq3xfzqdq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;9.6;;USD;Tax for product code AmazonEC2 usage type EU-BoxUsage:t2.large operation RunInstances;Tax;;;RunInstances;AmazonEC2;VAT;9.6;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-BoxUsage:t2.large;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;fy44qz6jw3fgqna2aczoyqkto2x7txwewdt7dsge66gc3u3m7u6q;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-USE2-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-USE2-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;u3ov4joasoyb72lvuqt7l4lqe4r2kv2gyzrnflci2oyogzdxwz2a;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-APN1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-APN1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;qg64pqhyhvxieiibq7yovyrkofhopmltckoszir76nwjyii72awq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;63.0;;USD;Tax for product code AmazonEC2 usage type EU-BoxUsage:m4.xlarge operation RunInstances;Tax;;;RunInstances;AmazonEC2;VAT;63.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-BoxUsage:m4.xlarge;;;;;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;bstrewpx67a2ps7ho5kjt6plijsnmcicatr53ko3hgww77tup5va;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.01;;USD;Tax for product code AWSDataTransfer usage type EU-USE1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;VAT;0.01;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-USE1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;w6ugqdy6qfcgv3p5pga2sp44q5fhjrxvmbvfjm2pudm7fateuheq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.01;;USD;Tax for product code AmazonCloudFront usage type EU-Requests-Tier2-HTTPS;Tax;;;;AmazonCloudFront;VAT;0.01;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-Requests-Tier2-HTTPS;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;m7u55gucjb5jpzo5ykb362sjyk2pls433vikcbo7fn32636htx3q;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-APS1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-APS1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;fwn26amvy7ohg3muhpifb6dxb37zahp575girbj77fw3lyzmi4qq;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonS3 usage type EU-TimedStorage-SIA-SmObjects;Tax;;;;AmazonS3;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-TimedStorage-SIA-SmObjects;;;;;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3hccyyxpjur7u36por236imb5hnhiemtbqqewkl3b7swzaclfira;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AWSDataTransfer usage type EU-EUC1-AWS-Out-Bytes;Tax;;;;AWSDataTransfer;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-EUC1-AWS-Out-Bytes;;;;;AWS Data Transfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;ji4sdfuvcuxadfffk4ektnha3sz72d32gt6eocqcydnsldmhggma;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;1.01;;USD;Tax for product code AmazonS3 usage type TimedStorage-ByteHrs;Tax;;;;AmazonS3;VAT;1.01;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;TimedStorage-ByteHrs;;;;;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;wqc7ycnuyox3tybzxahykf4eefsinkodaqx3ppc4sm4wopnhvgea;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;33.51;;USD;Tax for product code AmazonRDS usage type EU-InstanceUsage:db.t2.medium operation CreateDBInstance:0016;Tax;;;CreateDBInstance:0016;AmazonRDS;VAT;33.51;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;EU-InstanceUsage:db.t2.medium;;;;;Amazon Relational Database Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;7e4icxunwrbafl5ph26p7fjsqi3ckmc47pwi6d6dn3h5wyhe5gna;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonS3 usage type Requests-Tier4;Tax;;;;AmazonS3;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;Requests-Tier4;;;;;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;meoennpn656clkh3o7fre4udhngjpzqob3ltqjf5wb5cnctd2dxa;2017-09-01T00:00:00Z/2017-10-01T00:00:00Z;;0.0;;USD;Tax for product code AmazonCloudFront usage type CA-DataTransfer-Out-Bytes;Tax;;;;AmazonCloudFront;USSalesTax;0.0;;509579572466;1.0;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;CA-DataTransfer-Out-Bytes;;;;;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
