;bill/BillType;bill/BillingEntity;bill/BillingPeriodEndDate;bill/BillingPeriodStartDate;bill/InvoiceId;bill/PayerAccountId;identity/LineItemId;identity/TimeInterval;lineItem/AvailabilityZone;lineItem/BlendedCost;lineItem/BlendedRate;lineItem/CurrencyCode;lineItem/LineItemDescription;lineItem/LineItemType;lineItem/NormalizationFactor;lineItem/NormalizedUsageAmount;lineItem/Operation;lineItem/ProductCode;lineItem/TaxType;lineItem/UnblendedCost;lineItem/UnblendedRate;lineItem/UsageAccountId;lineItem/UsageAmount;lineItem/UsageEndDate;lineItem/UsageStartDate;lineItem/UsageType;pricing/publicOnDemandCost;pricing/publicOnDemandRate;pricing/term;pricing/unit;product/ProductName;product/alarmType;product/availability;product/clockSpeed;product/currentGeneration;product/databaseEngine;product/dedicatedEbsThroughput;product/deploymentOption;product/description;product/durability;product/ecu;product/endpointType;product/engineCode;product/enhancedNetworkingSupported;product/feeCode;product/feeDescription;product/freeTier;product/fromLocation;product/fromLocationType;product/group;product/groupDescription;product/instanceFamily;product/instanceType;product/instanceTypeFamily;product/licenseModel;product/location;product/locationType;product/mailboxStorage;product/maxIopsBurstPerformance;product/maxIopsvolume;product/maxThroughputvolume;product/maxVolumeSize;product/memory;product/minVolumeSize;product/networkPerformance;product/normalizationSizeFactor;product/operatingSystem;product/operation;product/physicalProcessor;product/preInstalledSw;product/processorArchitecture;product/processorFeatures;product/productFamily;product/region;product/requestDescription;product/requestType;product/servicecode;product/servicename;product/sku;product/storage;product/storageClass;product/storageMedia;product/tenancy;product/toLocation;product/toLocationType;product/transferType;product/usagetype;product/vcpu;product/version;product/volumeType;reservation/NormalizedUnitsPerReservation;reservation/TotalReservedNormalizedUnits;reservation/TotalReservedUnits;reservation/UnitsPerReservation;resourceTags/aws:createdBy;resourceTags/user:Name;resourceTags/user:area;resourceTags/user:db;resourceTags/user:dtap;resourceTags/user:purpose
1810;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3vt2tzdvijnbzkspyezejhll2a2ima4pf4itke6ee43lnjg7bmca;2017-09-20T00:00:00Z/2017-09-21T00:00:00Z;;1.17828e-05;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;RunInstances;AmazonEC2;;1.17828e-05;0.09;509579572466;0.0001309208;2017-09-20T09:00:00Z;2017-09-20T00:00:00Z;EU-DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;FSEU4E6BRE95JTX8;;;;;External;Other;AWS Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;es;;dev;system
1811;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;q2xmhkma5lxe76f22xw3uutj75np5ah3234h6f6x7jfmn5s5a7eq;2017-09-10T00:00:00Z/2017-09-11T00:00:00Z;;5.51014e-05;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;PublicIP-In;AmazonEC2;;5.51014e-05;0.01;509579572466;0.0055101466;2017-09-11T00:00:00Z;2017-09-10T00:00:00Z;EU-DataTransfer-Regional-Bytes;5.51015e-05;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
1812;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;hq5lmamns4gippghilazji2z45w7ngb2tovckzocromekohn6wqq;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;;4.09e-08;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US West (Northern California);Usage;;;RunInstances;AmazonEC2;;4.09e-08;0.02;509579572466;2.0433e-06;2017-09-15T08:00:00Z;2017-09-15T07:00:00Z;EU-USW1-AWS-Out-Bytes;4.09e-08;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;HPJVQND9UC2KB6EP;;;;;US West (N. California);AWS Region;InterRegion Outbound;EU-USW1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJK4F3H4DHN3M5LWTW:marius.potgieter;;za;;prod;connect
1813;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;ixpkwzuruw23j4sgr4uktczrcdrjnuqlhumhmdabn54gqnlrqpba;2017-09-14T00:00:00Z/2017-09-15T00:00:00Z;;8.5e-09;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia);Usage;;;PublicIP-Out;AmazonEC2;;8.5e-09;0.02;509579572466;4.247e-07;2017-09-14T21:00:00Z;2017-09-14T12:00:00Z;EU-USE1-AWS-Out-Bytes;8.5e-09;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;N7JF33XCBEZEKJFQ;;;;;US East (N. Virginia);AWS Region;InterRegion Outbound;EU-USE1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1814;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;v26tfdvilqld7ehm3ghuyo4wh4jj4yyan6toquvz5jbkl5ehmv4q;2017-09-06T00:00:00Z/2017-09-07T00:00:00Z;;1.5481737;9e-07;USD;$0.0090 per 10,000 HTTP Requests;Usage;;;GET;AmazonCloudFront;;1.5481737;9e-07;509579572466;1720193.0;2017-09-07T00:00:00Z;2017-09-06T00:00:00Z;EU-Requests-Tier1;1.5481737;9e-07;OnDemand;Requests;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;Europe;AWS Edge Location;;;;;;;;;;;GET;;;;;Request;eu-west-1;HTTP GET and HEAD requests;CloudFront-Request-Tier1;AmazonCloudFront;;RMHN72PV763FZQ9G;;;;;;;;EU-Requests-Tier1;;;;;;;;;;;;;
1815;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;bwk6mdh7iovgknide5mllhv22qzmr6mo25r56loe53jneum6gapa;2017-09-04T00:00:00Z/2017-09-05T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;9.034e-07;2017-09-04T05:00:00Z;2017-09-04T04:00:00Z;EU-USE1-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;H4TBXNHHCPZMWURK;;;;;US East (N. Virginia);AWS Region;InterRegion Inbound;EU-USE1-AWS-In-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;prod;products
1816;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;z2tt7vznq2bwlcx5zmfw77345f2fgbs7z7i7zlzx2gtb37g2oyfa;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;eu-west-1;2.112;0.088;USD;$0.088 per RDS db.t2.medium instance hour (or partial hour) running Amazon Aurora;Usage;;;CreateDBInstance:0016;AmazonRDS;;2.112;0.088;509579572466;24.0;2017-09-17T00:00:00Z;2017-09-16T00:00:00Z;EU-InstanceUsage:db.t2.medium;2.112;0.088;OnDemand;Hrs;Amazon Relational Database Service;;;Up to 3.3 GHz;Yes;Aurora MySQL;;Single-AZ;;;;;16.0;;;;;;;;;General purpose;db.t2.medium;;No license required;EU (Ireland);AWS Region;;;;;;4 GiB;;Low to Moderate;2.0;;CreateDBInstance:0016;Intel Xeon Family;;32-bit or 64-bit;"Intel AVX; Intel Turbo";Database Instance;eu-west-1;;;AmazonRDS;Amazon RDS Service;K3KFTJPP4BHTSPTS;EBS Only;;;;;;;EU-InstanceUsage:db.t2.medium;2.0;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;test;frank test environment
1817;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;hm4k44jliz4p3m5fz4a6loosqta3rzm4d5l6gckn243obak5fdyq;2017-09-08T00:00:00Z/2017-09-09T00:00:00Z;;0.0002224021;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;RunInstances;AmazonEC2;;0.0002224021;0.09;509579572466;0.002471133;2017-09-09T00:00:00Z;2017-09-08T00:00:00Z;EU-DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;FSEU4E6BRE95JTX8;;;;;External;Other;AWS Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;prod;products
1818;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;pmqi2uqr3ijdjlk657mjlnhbdh7x6fpklwr6jofiymocttzle6ba;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;0.7040000016;0.11;USD;$0.11 per GB-month of General Purpose SSD (gp2) provisioned storage - EU (Ireland);Usage;;;CreateVolume-Gp2;AmazonEC2;;0.7040000016;0.11;509579572466;6.4000000008;2017-09-18T00:00:00Z;2017-09-17T00:00:00Z;EU-EBS:VolumeUsage.gp2;0.7040000001;0.11;OnDemand;GB-Mo;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;3000 for volumes <= 1 TiB;10000.0;160 MB/sec;16 TiB;;;;;;;;;;;Storage;eu-west-1;;;AmazonEC2;Amazon Elastic Compute Cloud;GDX844Q9TQAG2YZ2;;;SSD-backed;;;;;EU-EBS:VolumeUsage.gp2;;;General Purpose;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1819;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;v6sfon3m2hvommlwroqec5j3ohx2fjw2rdmwghxqq6vvlc4av7ia;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;0.0;0.0;USD;$0.000 per GB - data transfer in per month;Usage;;;RunInstances;AmazonEC2;;0.0;0.0;509579572466;0.4190612164;2017-09-19T00:00:00Z;2017-09-18T00:00:00Z;EU-DataTransfer-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;External;Other;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;8TVXXVK53DBQVQD4;;;;;EU (Ireland);AWS Region;AWS Inbound;EU-DataTransfer-In-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1820;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;lwmwfln32h7tgrck7n44dxxovtncfvdvaj3vxvhmmdesxg3lqm4q;2017-09-04T00:00:00Z/2017-09-05T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;1.5907e-06;2017-09-04T17:00:00Z;2017-09-04T04:00:00Z;EU-USE1-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;H4TBXNHHCPZMWURK;;;;;US East (N. Virginia);AWS Region;InterRegion Inbound;EU-USE1-AWS-In-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1821;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;6f2wgy7akcjco333od2ruuzko3td5bjgggj734zfbevem5ujdxaq;2017-09-11T00:00:00Z/2017-09-12T00:00:00Z;;1.08e-08;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US West (Oregon);Usage;;;LoadBalancing-PublicIP-Out;AmazonEC2;;1.08e-08;0.02;509579572466;5.383e-07;2017-09-11T17:00:00Z;2017-09-11T01:00:00Z;EU-USW2-AWS-Out-Bytes;1.08e-08;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;YYWF3B8AYWMW6UBM;;;;;US West (Oregon);AWS Region;InterRegion Outbound;EU-USW2-AWS-Out-Bytes;;;;;;;;;;za;;prod;connect
1822;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;hfkt27hw427nu7bn25x4z5xzsweridfwnlnvf27h2wfg4otgbf2a;2017-09-08T00:00:00Z/2017-09-09T00:00:00Z;;3e-05;5e-06;USD;$0.005 per 1,000 PUT, COPY, POST, or LIST requests;Usage;;;CompleteMultipartUpload;AmazonS3;;3e-05;5e-06;509579572466;6.0;2017-09-09T00:00:00Z;2017-09-08T01:00:00Z;EU-Requests-Tier1;3e-05;5e-06;OnDemand;Requests;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;S3-API-Tier1;PUT/COPY/POST or LIST requests;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;API Request;eu-west-1;;;AmazonS3;;578M9UJHH6X5PZVC;;;;;;;;EU-Requests-Tier1;;;;;;;;;;;;;
1823;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;gd5oqf4iibfqjbeyfhsbdxdlspoereeksgfsxqgwwislqakuhtoa;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;0.0048884236;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia);Usage;;;RunInstances;AmazonEC2;;0.0048884236;0.02;509579572466;0.2444211757;2017-09-18T10:00:00Z;2017-09-18T08:00:00Z;EU-USE1-AWS-Out-Bytes;0.0048884235;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;N7JF33XCBEZEKJFQ;;;;;US East (N. Virginia);AWS Region;InterRegion Outbound;EU-USE1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;prod;products
1824;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;wbyx6pgc44hrbqdbrcec7bzub7h7u2kzza73pzffqgfpmywfq3lq;2017-09-01T00:00:00Z/2017-09-02T00:00:00Z;eu-west-1a;0.0;0.0;USD;$0.000 for 750 Mbps per m4.xlarge instance-hour (or partial hour);Usage;;;Hourly;AmazonEC2;;0.0;0.0;509579572466;24.0;2017-09-02T00:00:00Z;2017-09-01T00:00:00Z;EU-EBSOptimized:m4.xlarge;0.0;0.0;OnDemand;Hrs;Amazon Elastic Compute Cloud;;;2.4  GHz;Yes;;750 Mbps;;;;13;;;Yes;;;;;;;;General purpose;m4.xlarge;;;EU (Ireland);AWS Region;;;;;;16 GiB;;High;8.0;;Hourly;Intel Xeon E5-2676 v3 (Haswell);;64-bit;"Intel AVX; Intel AVX2; Intel Turbo";Compute Instance;eu-west-1;;;AmazonEC2;Amazon Elastic Compute Cloud;K8QA3C6XSGK4P56D;EBS only;;;;;;;EU-EBSOptimized:m4.xlarge;4.0;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1825;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;gugy4pzy3ih4msekcm5u46dlogmzh2ad644rjismnm6tewb43suq;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;;0.0;0.0;USD;$0.000 per GB - data transfer in per month;Usage;;;RunInstances;AmazonEC2;;0.0;0.0;509579572466;0.0001020561;2017-09-17T00:00:00Z;2017-09-16T00:00:00Z;EU-DataTransfer-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;External;Other;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;8TVXXVK53DBQVQD4;;;;;EU (Ireland);AWS Region;AWS Inbound;EU-DataTransfer-In-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;n/a;dev;sandbox
1826;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;v6sfon3m2hvommlwroqec5j3ohx2fjw2rdmwghxqq6vvlc4av7ia;2017-09-08T00:00:00Z/2017-09-09T00:00:00Z;;0.0;0.0;USD;$0.000 per GB - data transfer in per month;Usage;;;RunInstances;AmazonEC2;;0.0;0.0;509579572466;0.0954458848;2017-09-09T00:00:00Z;2017-09-08T00:00:00Z;EU-DataTransfer-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;External;Other;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;8TVXXVK53DBQVQD4;;;;;EU (Ireland);AWS Region;AWS Inbound;EU-DataTransfer-In-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
1827;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;d4syhwk5cck3aofpltd24kqaz2sgq7d5jshhjnf4tyqewihfi5tq;2017-09-01T00:00:00Z/2017-09-02T00:00:00Z;;6.81972e-05;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia);Usage;;;PublicIP-Out;AmazonEC2;;6.81972e-05;0.02;509579572466;0.0034098508;2017-09-02T00:00:00Z;2017-09-01T00:00:00Z;EU-USE1-AWS-Out-Bytes;6.8197e-05;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;N7JF33XCBEZEKJFQ;;;;;US East (N. Virginia);AWS Region;InterRegion Outbound;EU-USE1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
1828;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;jcgoo3dlfa55yw52a7npzbogkn73hshwhujekewneitopbrmv2na;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia);Usage;;;PutObject;AmazonS3;;0.0;0.0;509579572466;0.0009517102;2017-09-17T22:00:00Z;2017-09-17T03:00:00Z;EU-USE1-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;H4TBXNHHCPZMWURK;;;;;US East (N. Virginia);AWS Region;InterRegion Inbound;EU-USE1-AWS-In-Bytes;;;;;;;;;;;;;
1829;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;r364s3bcxqkmsu5bl3z72uwrsvh7lpvyeitwsiecezi5w3cadjda;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;;0.0002565;7.5e-07;USD;$0.0075 per 10,000 HTTP Requests (Canada);Usage;;;GET;AmazonCloudFront;;0.0002565;7.5e-07;509579572466;342.0;2017-09-16T23:00:00Z;2017-09-16T00:00:00Z;CA-Requests-Tier1;0.0002565;7.5e-07;OnDemand;Requests;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;Canada;AWS Edge Location;;;;;;;;;;;GET;;;;;Request;global;HTTP GET and HEAD requests;CloudFront-Request-Tier1;AmazonCloudFront;;59GHPD3ZGMWDZVE6;;;;;;;;CA-Requests-Tier1;;;;;;;;;;;;;
1830;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;anwd2hg7ownhmytbtuixzqucnt274cdf22w4sy47yoexr6rrm23a;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;;15.7499121685;0.023;USD;$0.023 per GB - first 50 TB / month of storage used;Usage;;;StandardStorage;AmazonS3;;15.7499121685;0.023;509579572466;684.778789935;2017-09-15T09:00:00Z;2017-09-15T08:00:00Z;EU-TimedStorage-ByteHrs;15.7499121685;0.023;OnDemand;GB-Mo;Amazon Simple Storage Service;;99.99%;;;;;;;99.999999999%;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;Storage;eu-west-1;;;AmazonS3;;4AJHPB29ZPVFADXP;;General Purpose;;;;;;EU-TimedStorage-ByteHrs;;;Standard;;;;;;;;;;
1831;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;itdkivbxdlbu6jh6texmwhli5uggotq73jqa5bksyqfj3u4qcraq;2017-09-03T00:00:00Z/2017-09-04T00:00:00Z;;2.4987e-06;0.085;USD;$0.085 per GB - first 10 TB / month data transfer out;Usage;;;HEAD;AmazonCloudFront;;2.4987e-06;0.085;509579572466;2.93965e-05;2017-09-04T00:00:00Z;2017-09-03T00:00:00Z;EU-DataTransfer-Out-Bytes;2.4987e-06;0.085;OnDemand;GB;Amazon CloudFront;;;;;;;;;;;;;;;;;Europe;AWS Edge Location;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AmazonCloudFront;;VU3485RNDU6HBQF6;;;;;External;Other;CloudFront Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;;;;;;
1832;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;h236wjhasta72mmkglacm7ffgk6f3rlpp3rjydaws3twdrswii4a;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;0.0145817281;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;GetObject;AmazonS3;;0.0145817281;0.09;509579572466;0.1620191989;2017-09-19T00:00:00Z;2017-09-18T00:00:00Z;DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;US East (N. Virginia);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;us-east-1;;;AWSDataTransfer;;HQEH3ZWJVT46JHRG;;;;;External;Other;AWS Outbound;DataTransfer-Out-Bytes;;;;;;;;;;;;;
1833;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3cqkva3shxg3vsgdnp4eko6ccly5mett7ome4swqwyf6oucxw5sa;2017-09-03T00:00:00Z/2017-09-04T00:00:00Z;;0.057245;5e-06;USD;$0.005 per 1,000 PUT, COPY, POST, or LIST requests;Usage;;;PutObject;AmazonS3;;0.057245;5e-06;509579572466;11449.0;2017-09-04T00:00:00Z;2017-09-03T00:00:00Z;Requests-Tier1;0.057245;5e-06;OnDemand;Requests;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;S3-API-Tier1;PUT/COPY/POST or LIST requests;;;;;US East (N. Virginia);AWS Region;;;;;;;;;;;;;;;;API Request;us-east-1;;;AmazonS3;;E9YHNFENF4XQBZR6;;;;;;;;Requests-Tier1;;;;;;;;;;;;;
1834;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;crk4foojdn3bohjwciijbq5zohsdzgfjq5xoqssqovkzkbgs6rgq;2017-09-11T00:00:00Z/2017-09-12T00:00:00Z;;0.0002275598;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;ListBucket;AmazonS3;;0.0002275598;0.09;509579572466;0.0025284421;2017-09-11T23:00:00Z;2017-09-11T08:00:00Z;EU-DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;FSEU4E6BRE95JTX8;;;;;External;Other;AWS Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;;;;;;
1835;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;z2tt7vznq2bwlcx5zmfw77345f2fgbs7z7i7zlzx2gtb37g2oyfa;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;eu-west-1;2.112;0.088;USD;$0.088 per RDS db.t2.medium instance hour (or partial hour) running Amazon Aurora;Usage;;;CreateDBInstance:0016;AmazonRDS;;2.112;0.088;509579572466;24.0;2017-09-19T00:00:00Z;2017-09-18T00:00:00Z;EU-InstanceUsage:db.t2.medium;2.112;0.088;OnDemand;Hrs;Amazon Relational Database Service;;;Up to 3.3 GHz;Yes;Aurora MySQL;;Single-AZ;;;;;16.0;;;;;;;;;General purpose;db.t2.medium;;No license required;EU (Ireland);AWS Region;;;;;;4 GiB;;Low to Moderate;2.0;;CreateDBInstance:0016;Intel Xeon Family;;32-bit or 64-bit;"Intel AVX; Intel Turbo";Database Instance;eu-west-1;;;AmazonRDS;Amazon RDS Service;K3KFTJPP4BHTSPTS;EBS Only;;;;;;;EU-InstanceUsage:db.t2.medium;2.0;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;test;frank test environment
1836;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;dlehltgu3u2qpazgcdavnyonhmi2vbowuju6pnpw3um7xgnvpj5a;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;6.72337e-05;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Sydney);Usage;;;PublicIP-Out;AmazonEC2;;6.72337e-05;0.02;509579572466;0.0033617023;2017-09-18T00:00:00Z;2017-09-17T00:00:00Z;EU-APS2-AWS-Out-Bytes;6.7234e-05;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;WFJRB9TTNEXMA2UB;;;;;Asia Pacific (Sydney);AWS Region;InterRegion Outbound;EU-APS2-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
